"placa","fornecedor","hodometro_km","placa_fonte","latitude","longitude","ignicao","event_date","update_date","chassi","codigo_fonte","dados_fonte","sincronizado_em","updated_at"
UUC9C90,RastroSiga,280400.0,UUC-9C90,-3.0643183333333335,-60.099222222222224,true,2026-07-16 23:22:30.000 -0400,2026-07-16 23:22:33.544 -0400,"3VVJM6B29TM062994","2465","{""Plate"": ""UUC-9C90"", ""Driver"": null, ""Address"": ""Rua Um, Ponta Negra, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": true, ""Latitude"": -3.0643183333333335, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T03:22:30Z"", ""Longitude"": -60.099222222222224, ""IdPosition"": 279425096, ""UpdateDate"": ""2026-07-17T03:22:33.544Z"", ""ListTrailer"": null, ""TrackedUnit"": ""UUC-9C90"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2465, ""ListTelemetry"": {""2"": 0.0, ""6"": 0.0, ""7"": 12.7, ""8"": 80.0, ""15"": 280400.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": true}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-13 11:32:58.593 -0400,2026-07-16 23:23:11.816 -0400
UUD3A20,RastroSiga,563100.0,UUD-3A20,-3.0270900000000003,-59.94374666666667,false,2026-07-16 22:37:55.000 -0400,2026-07-16 22:37:57.189 -0400,"9BWBH6DF3TT404051","2417","{""Plate"": ""UUD-3A20"", ""Driver"": null, ""Address"": ""Avenida Ouro, Cidade de Deus, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0270900000000003, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T02:37:55Z"", ""Longitude"": -59.94374666666667, ""IdPosition"": 279411475, ""UpdateDate"": ""2026-07-17T02:37:57.189Z"", ""ListTrailer"": null, ""TrackedUnit"": ""UUD-3A20"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2417, ""ListTelemetry"": {""2"": 15.0, ""6"": 94.0, ""7"": 12.6, ""8"": 80.0, ""15"": 563100.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {""33"": false}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:50:46.732 -0400,2026-07-16 23:23:11.819 -0400
UUD3A30,RastroSiga,729600.0,UUD-3A30,-3.0882416666666668,-60.00776888888889,false,2026-07-16 22:49:38.000 -0400,2026-07-16 22:49:40.495 -0400,"9BWBH6DF3TT398459","2410","{""Plate"": ""UUD-3A30"", ""Driver"": null, ""Address"": ""Aleixo, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0882416666666668, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T02:49:38Z"", ""Longitude"": -60.00776888888889, ""IdPosition"": 279415300, ""UpdateDate"": ""2026-07-17T02:49:40.495Z"", ""ListTrailer"": null, ""TrackedUnit"": ""UUD-3A30"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2410, ""ListTelemetry"": {""2"": 14.0, ""6"": 0.0, ""7"": 12.5, ""8"": 80.0, ""15"": 729600.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:51:47.246 -0400,2026-07-16 23:23:11.821 -0400
UUD4H30,RastroSiga,48600.0,UUD-4H30,-3.06429,-60.09905777777778,false,2026-07-16 22:50:33.000 -0400,2026-07-16 22:50:36.287 -0400,"9BWCH6CH0VP011935","2464","{""Plate"": ""UUD-4H30"", ""Driver"": null, ""Address"": ""Rua Um, Ponta Negra, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.06429, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T02:50:33Z"", ""Longitude"": -60.09905777777778, ""IdPosition"": 279415603, ""UpdateDate"": ""2026-07-17T02:50:36.287Z"", ""ListTrailer"": null, ""TrackedUnit"": ""UUD-4H30"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2464, ""ListTelemetry"": {""2"": 4.0, ""6"": 0.0, ""7"": 12.8, ""8"": 80.0, ""15"": 48600.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {""33"": false}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-13 11:32:58.622 -0400,2026-07-16 23:23:11.824 -0400
UUE3E60,RastroSiga,9936.0,UUE-3E60,-3.1017133333333335,-60.06715111111111,false,2026-07-16 23:12:23.000 -0400,2026-07-16 23:12:26.258 -0400,"9BWBH6DFXTT427441","2431","{""Plate"": ""UUE-3E60"", ""Driver"": null, ""Address"": ""Rua 1, Santo Agostinho, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.1017133333333335, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T03:12:23Z"", ""Longitude"": -60.06715111111111, ""IdPosition"": 279421986, ""UpdateDate"": ""2026-07-17T03:12:26.258Z"", ""ListTrailer"": null, ""TrackedUnit"": ""UUE-3E60"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2431, ""ListTelemetry"": {""2"": 15.0, ""6"": 44.0, ""7"": 12.6, ""8"": 80.0, ""15"": 9936.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {""33"": false}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:52:47.723 -0400,2026-07-16 23:23:11.829 -0400
UUE3E70,RastroSiga,829200.0,UUE-3E70,-3.0157749999999997,-60.016084444444445,false,2026-07-16 22:29:11.000 -0400,2026-07-16 22:29:14.355 -0400,"9BWAG5R14TP056162","2434","{""Plate"": ""UUE-3E70"", ""Driver"": null, ""Address"": ""Travessa Fernando de Noronha, Colonia Terra Nova, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0157749999999997, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T02:29:11Z"", ""Longitude"": -60.016084444444445, ""IdPosition"": 279408249, ""UpdateDate"": ""2026-07-17T02:29:14.355Z"", ""ListTrailer"": null, ""TrackedUnit"": ""UUE-3E70"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2434, ""ListTelemetry"": {""2"": 10.0, ""6"": 0.0, ""7"": 12.8, ""8"": 80.0, ""15"": 829200.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:53:48.128 -0400,2026-07-16 23:23:11.830 -0400
UUE3E80,RastroSiga,885200.0,UUE-3E80,-3.06404,-60.09936888888889,false,2026-07-16 22:45:00.000 -0400,2026-07-16 22:45:03.072 -0400,"9BWDH6BZXT4032773","2432","{""Plate"": ""UUE-3E80"", ""Driver"": null, ""Address"": ""Rua Um, Ponta Negra, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.06404, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T02:45:00Z"", ""Longitude"": -60.09936888888889, ""IdPosition"": 279413628, ""UpdateDate"": ""2026-07-17T02:45:03.072Z"", ""ListTrailer"": null, ""TrackedUnit"": ""UUE-3E80"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2432, ""ListTelemetry"": {""2"": 0.0, ""6"": 0.0, ""7"": 12.7, ""8"": 80.0, ""15"": 885200.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {""33"": false}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:54:48.534 -0400,2026-07-16 23:23:11.832 -0400
QZP2H59,Vai,30550.0,QZP2H59,,,,2026-07-16 22:34:21.876 -0400,,"9BWKL45UXPP073208","191110672","{""plate"": ""QZP2H59"", ""chassis"": ""9BWKL45UXPP073208"", ""codigoVai"": ""191110672"", ""ecuChassis"": ""9BWKL45UXPP073208"", ""lastReview"": ""2026-06-17"", ""reviewStatus"": 0, ""currentMileage"": 30279.563000000013, ""initialMileage"": 19108, ""lastConnection"": ""2026-07-17T02:34:21.876492+00:00"", ""dailyMileageAvg"": 36.8771186440678, ""mileageOnReview"": 28952.088000000007, ""odometerMileage"": 30550.0, ""reviewDateEstimated"": ""2027-03-09""}",2026-07-10 16:53:42.773 -0400,2026-07-16 23:23:11.582 -0400
QZR7G40,Vai,28970.0,QZR7G40,,,,2026-07-16 22:40:34.854 -0400,,"9BWJL45U0RP019074","210901115","{""plate"": ""QZR7G40"", ""chassis"": ""9BWJL45U0RP019074"", ""codigoVai"": ""210901115"", ""ecuChassis"": ""9BWJL45U0RP019074"", ""lastReview"": ""2025-08-11"", ""reviewStatus"": 1, ""currentMileage"": 29088.17599999998, ""initialMileage"": 892, ""lastConnection"": ""2026-07-17T02:40:34.854098+00:00"", ""dailyMileageAvg"": 41.86015325670498, ""mileageOnReview"": 19421.668000000078, ""odometerMileage"": 28970.0, ""reviewDateEstimated"": ""2026-07-24""}",2026-07-10 16:53:42.543 -0400,2026-07-16 23:23:11.588 -0400
QZR7G50,Vai,39290.0,QZR7G50,,,,2026-07-16 22:16:32.752 -0400,,"9BWJL45U2RP019030","210901746","{""plate"": ""QZR7G50"", ""chassis"": ""9BWJL45U2RP019030"", ""codigoVai"": ""210901746"", ""ecuChassis"": ""9BWJL45U2RP019030"", ""lastReview"": ""2025-12-21"", ""reviewStatus"": 0, ""currentMileage"": 39333.829000000005, ""initialMileage"": 1095, ""lastConnection"": ""2026-07-17T02:16:32.752589+00:00"", ""dailyMileageAvg"": 74.04668304668304, ""mileageOnReview"": 32298.87700000001, ""odometerMileage"": 39290.0, ""reviewDateEstimated"": ""2026-08-26""}",2026-07-10 16:53:42.528 -0400,2026-07-16 23:23:11.591 -0400
QZR7G80,Vai,15570.0,QZR7G80,,,,2026-07-16 22:18:17.985 -0400,,"9BWJL45U2RP019321","210901103","{""plate"": ""QZR7G80"", ""chassis"": ""9BWJL45U2RP019321"", ""codigoVai"": ""210901103"", ""ecuChassis"": ""9BWJL45U2RP019321"", ""lastReview"": ""2026-03-29"", ""reviewStatus"": 0, ""currentMileage"": 15608.125000000004, ""initialMileage"": 2309, ""lastConnection"": ""2026-07-17T02:18:17.985892+00:00"", ""dailyMileageAvg"": 27.471052631578946, ""mileageOnReview"": 12209.651591313539, ""odometerMileage"": 15570.0, ""reviewDateEstimated"": ""2027-03-14""}",2026-07-10 16:53:42.533 -0400,2026-07-16 23:23:11.595 -0400
TAC2B60,Vai,16695.0,TAC2B60,,,,2026-07-16 22:34:03.524 -0400,,"9BWBH6BF6S4033558","240301030","{""plate"": ""TAC2B60"", ""chassis"": ""9BWBH6BF6S4033558"", ""codigoVai"": ""240301030"", ""ecuChassis"": ""9BWBH6BF6S4033558"", ""lastReview"": ""2026-04-15"", ""reviewStatus"": 0, ""currentMileage"": 16221.626000000022, ""initialMileage"": 16, ""lastConnection"": ""2026-07-17T02:34:03.524258+00:00"", ""dailyMileageAvg"": 45.18867924528302, ""mileageOnReview"": 15842.517, ""odometerMileage"": 16695.0, ""reviewDateEstimated"": ""2027-02-14""}",2026-07-10 16:53:42.562 -0400,2026-07-16 23:23:11.622 -0400
TAB1H82,Sem Rastreador,,,,,,,,"8AWBJ6B22RA829319",,"",2026-07-10 17:04:28.730 -0400,2026-07-16 23:23:11.615 -0400
TRY9I35,RastroSiga,36374.0,TRY-9I35,-3.0707883333333332,-60.00510222222223,false,2026-07-14 14:51:14.000 -0400,2026-07-14 14:51:16.205 -0400,"9BWAG5R15ST085448","2448","{""Plate"": ""TRY-9I35"", ""Driver"": null, ""Address"": ""Rua Alexandre Magno, Parque Dez de Novembro, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0707883333333332, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-14T18:51:14Z"", ""Longitude"": -60.00510222222223, ""IdPosition"": 277811426, ""UpdateDate"": ""2026-07-14T18:51:16.205Z"", ""ListTrailer"": null, ""TrackedUnit"": ""TRY-9I35"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2448, ""ListTelemetry"": {""2"": 14.0, ""6"": 315.0, ""8"": 100.0, ""15"": 36374.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:16:33.291 -0400,2026-07-14 23:24:14.831 -0400
TSI9A37,Sem Rastreador,,,,,,,,"8AWBJ6B29SA809798",,"",2026-07-10 17:34:42.284 -0400,2026-07-16 23:23:11.731 -0400
TSO3G20,Vai,0.0,TSO3G20,,,,2026-07-16 22:25:12.050 -0400,,"9BWAG5R13TP042849","230301809","{""plate"": ""TSO3G20"", ""chassis"": ""9BWAG5R13TP042849"", ""codigoVai"": ""230301809"", ""ecuChassis"": ""9BWAG5R13TP042849"", ""lastReview"": ""2026-04-17"", ""reviewStatus"": 0, ""currentMileage"": 1300.4019999999998, ""initialMileage"": 12, ""lastConnection"": ""2026-07-17T02:25:12.050389+00:00"", ""dailyMileageAvg"": 19.557377049180328, ""mileageOnReview"": 0.0, ""odometerMileage"": 0.0, ""reviewDateEstimated"": ""2027-04-17""}",2026-07-10 16:53:43.080 -0400,2026-07-16 23:23:11.783 -0400
UUD4H70,RastroSiga,19.0,UUD-4H70,-3.106891666666667,-60.011853333333335,false,2026-07-14 17:02:08.000 -0400,2026-07-14 17:02:09.373 -0400,"9BWAG5R11TP056328","2493","{""Plate"": ""UUD-4H70"", ""Driver"": null, ""Address"": ""Rua Belo Horizonte, Adrianópolis, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.106891666666667, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-14T21:02:08Z"", ""Longitude"": -60.011853333333335, ""IdPosition"": 277902688, ""UpdateDate"": ""2026-07-14T21:02:09.373Z"", ""ListTrailer"": null, ""TrackedUnit"": ""UUD-4H70"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2493, ""ListTelemetry"": {""2"": 9.0, ""6"": 87.0, ""8"": 100.0, ""15"": 19.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-13 11:32:58.639 -0400,2026-07-14 23:24:15.241 -0400
UUD4I20,RastroSiga,34.0,UUD-4I20,-3.0837483333333333,-60.005875555555555,false,2026-07-16 22:10:19.000 -0400,2026-07-16 22:10:20.446 -0400,"9BWBG6DF5TT430959","2497","{""Plate"": ""UUD-4I20"", ""Driver"": null, ""Address"": ""Rua Iracy Albuquerque, Parque Dez de Novembro, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0837483333333333, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T02:10:19Z"", ""Longitude"": -60.005875555555555, ""IdPosition"": 279400608, ""UpdateDate"": ""2026-07-17T02:10:20.446Z"", ""ListTrailer"": null, ""TrackedUnit"": ""UUD-4I20"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2497, ""ListTelemetry"": {""2"": 10.0, ""6"": 160.0, ""8"": 100.0, ""15"": 34.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-13 16:24:02.790 -0400,2026-07-16 23:23:11.825 -0400
UUE3G10,RastroSiga,238.0,UUE-3G10,-3.0732066666666666,-59.95263111111111,true,2026-07-16 23:22:46.000 -0400,2026-07-16 23:22:48.249 -0400,"9BWAG5R18TP056164","2474","{""Plate"": ""UUE-3G10"", ""Driver"": null, ""Address"": ""Rua Olinto Lima, São José Operário, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": true, ""Latitude"": -3.0732066666666666, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T03:22:46Z"", ""Longitude"": -59.95263111111111, ""IdPosition"": 279425157, ""UpdateDate"": ""2026-07-17T03:22:48.249Z"", ""ListTrailer"": null, ""TrackedUnit"": ""UUE-3G10"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2474, ""ListTelemetry"": {""2"": 13.0, ""6"": 298.0, ""8"": 100.0, ""15"": 238.0, ""17"": 18.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": true}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:56:49.115 -0400,2026-07-16 23:23:11.835 -0400
UUE3G20,RastroSiga,564200.0,UUE-3G20,-3.1279483333333333,-60.00195111111111,false,2026-07-16 22:44:44.000 -0400,2026-07-16 22:44:47.020 -0400,"9BWBG6DF0TT429525","2462","{""Plate"": ""UUE-3G20"", ""Driver"": null, ""Address"": ""Avenida Urucará, 605, Cachoeirinha, Manaus, AM, Brasil, 69065-180"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.1279483333333333, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T02:44:44Z"", ""Longitude"": -60.00195111111111, ""IdPosition"": 279413535, ""UpdateDate"": ""2026-07-17T02:44:47.02Z"", ""ListTrailer"": null, ""TrackedUnit"": ""UUE-3G20"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2462, ""ListTelemetry"": {""2"": 15.0, ""6"": 168.0, ""7"": 12.9, ""8"": 80.0, ""15"": 564200.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {""33"": false}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:57:49.481 -0400,2026-07-16 23:23:11.836 -0400
